"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","failures.Math","paid.Math","absences.Math","G1.Math","G2.Math","G3.Math","failures.Port","paid.Port","absences.Port","G1.Port","G2.Port","G3.Port"
"31","GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,1,"no","no","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"no",0,16,16,15,0,"no",6,13,14,14
"210.3","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,3,4,1,1,4,0,"no",6,11,13,14,0,"no",2,11,12,12
"249.1","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,"no","yes","yes","yes","yes","yes","no",5,4,4,1,2,5,0,"no",2,15,15,16,0,"no",6,16,14,14
"70","GP","F",16,"U","GT3","T",4,2,"teacher","services","home","mother",2,2,"no","yes","yes","yes","yes","yes","no",5,3,3,1,1,1,0,"yes",0,11,10,10,0,"no",2,13,14,14
"127","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,"yes",0,13,15,15,0,"no",0,11,12,13
"284","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,"no","no","yes","no","yes","yes","no",4,3,4,1,4,4,0,"no",4,6,5,6,0,"no",4,11,9,10
"88.1","GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,"yes","yes","no","yes","yes","no","no",3,3,3,2,3,2,0,"no",4,7,6,6,0,"no",0,12,13,12
"201.1","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,"no","yes","yes","no","yes","yes","no",5,3,3,1,1,5,0,"no",4,10,13,14,0,"yes",2,12,13,12
"260.1","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,"no","yes","yes","yes","yes","yes","no",2,3,3,2,2,2,2,"no",8,9,9,9,0,"no",4,12,11,11
"341.3","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,"no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,"yes",2,10,9,10,0,"no",0,14,17,15
"358","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,"no","yes","no","yes","yes","no","no",3,3,4,2,4,3,0,"yes",4,10,10,10,0,"yes",0,8,10,9
"33","GP","F",15,"U","LE3","A",3,4,"other","other","home","mother",1,2,"yes","no","yes","yes","yes","yes","yes",5,3,2,1,1,1,0,"no",0,7,10,11,0,"no",0,10,11,11
"222.1","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,"yes","yes","yes","no","yes","yes","no",3,3,3,1,1,4,0,"no",2,11,15,15,0,"yes",6,9,11,11
"280","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,"no","no","no","yes","yes","yes","no",5,2,2,1,1,2,0,"no",4,12,12,13,0,"no",2,9,12,13
"127.1","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,"yes",0,13,15,15,0,"no",0,11,12,13
"144","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","no","no",5,2,5,1,5,4,3,"no",6,9,8,10,3,"no",6,11,10,11
"95.3","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,1,2,5,0,"no",2,6,6,6,0,"no",0,11,10,11
"187.1","GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,5,1,1,1,5,0,"yes",0,14,15,15,0,"no",0,12,12,13
"191.2","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,"no","no","no","yes","yes","yes","no",2,2,4,2,4,1,0,"yes",4,15,16,15,0,"no",0,11,11,11
"166.1","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,"no","yes","no","no","yes","no","no",4,4,3,1,1,3,0,"yes",2,11,11,11,0,"no",2,13,13,13
"46.3","GP","F",16,"U","GT3","A",3,4,"services","other","course","father",1,1,"no","no","no","yes","yes","yes","no",3,2,1,1,4,5,0,"no",16,12,11,11,0,"no",12,15,13,14
"45.1","GP","F",16,"U","GT3","A",3,3,"other","other","course","other",2,1,"no","yes","yes","no","yes","yes","yes",4,3,2,1,1,5,2,"no",0,4,0,0,0,"no",4,9,9,10
"231.3","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,"no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,"no",0,13,14,14,0,"no",0,13,12,12
"269.2","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,"no","yes","yes","yes","yes","yes","no",4,5,2,1,1,1,0,"yes",4,11,11,11,0,"no",0,12,13,13
"230.1","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,"no","no","yes","no","yes","yes","no",4,4,2,1,1,3,1,"yes",12,11,10,10,0,"no",6,12,10,11
"179.1","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,"no","yes","no","yes","yes","yes","yes",4,5,2,1,1,3,0,"no",0,14,16,16,0,"no",0,14,14,15
"77","GP","F",16,"U","GT3","T",4,4,"other","other","reputation","mother",1,1,"no","no","yes","no","yes","yes","no",5,3,4,1,2,1,0,"no",6,11,14,14,0,"no",4,12,13,13
"143.1","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,"no","no","no","no","no","yes","yes",4,1,1,1,1,5,0,"no",75,10,9,9,0,"no",15,12,9,10
"240","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,"yes",2,12,13,12,0,"no",0,11,12,13
"205.2","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,"no","no","no","yes","yes","yes","no",4,5,5,2,5,5,3,"no",0,8,9,10,0,"no",0,12,11,11
"206.1","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,"no","yes","no","yes","yes","yes","no",4,2,2,1,1,1,0,"yes",0,16,18,19,0,"no",0,15,16,17
"140.2","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,3,3,2,3,1,0,"no",56,9,9,8,0,"no",32,14,13,14
"58.3","GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,"yes","yes","yes","yes","yes","no","no",4,4,3,1,3,4,0,"yes",6,8,10,10,0,"no",4,11,12,12
"285","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,"no","no","yes","no","yes","yes","no",4,3,5,3,5,5,0,"no",3,14,15,16,0,"no",0,17,18,17
"322","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,0,"no",2,9,8,8,0,"yes",0,11,11,12
"29","GP","F",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,"no","yes","no","yes","yes","yes","no",3,3,3,1,2,2,0,"yes",0,10,8,9,0,"no",2,14,14,14
"354","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,"no","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,13,11,11,1,"yes",4,10,11,11
"48","GP","F",16,"U","GT3","T",1,1,"services","services","course","father",4,1,"yes","yes","yes","no","yes","yes","yes",5,5,5,5,5,5,0,"no",6,10,8,11,0,"no",0,10,10,16
"198.1","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,"no","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,"yes",0,12,15,15,0,"yes",0,11,12,12
"312","GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",1,2,"no","yes","yes","yes","yes","yes","yes",5,4,5,1,3,5,0,"yes",10,10,9,10,0,"no",4,10,12,14
"353","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,"no","no","yes","no","yes","yes","no",5,4,2,1,2,5,1,"no",0,7,5,0,1,"no",4,10,11,10
"198.2","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,"no","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,"yes",0,12,15,15,0,"yes",0,11,12,12
"311","GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,"no","no","no","yes","no","yes","no",4,4,5,2,4,5,1,"no",0,6,8,8,0,"no",8,7,8,7
"255","GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,"no","no","no","yes","yes","no","yes",4,4,4,1,3,5,1,"no",0,14,12,12,2,"no",0,10,10,10
"98","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,"no","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,"yes",0,11,11,10,0,"no",2,15,15,17
"217.1","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,"no","yes","yes","yes","yes","yes","yes",2,4,3,1,1,5,0,"no",7,15,16,15,0,"no",4,13,13,13
"116","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,"no","yes","no","yes","yes","no","no",3,3,3,1,4,3,0,"yes",3,7,7,8,0,"no",4,12,13,13
"121.2","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,"no","no","yes","no","yes","yes","no",5,3,4,1,3,3,0,"no",10,16,15,15,0,"no",2,17,18,17
"127.2","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,"yes",0,13,15,15,0,"no",0,11,12,13
"180","GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,0,"yes",0,16,18,18,0,"no",0,16,16,16
"118.2","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,"no","yes","yes","yes","yes","no","no",5,4,2,2,3,5,0,"no",0,16,17,17,0,"no",0,17,18,17
"344.1","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,"no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,"no",0,19,18,19,0,"no",0,15,17,17
"315.1","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,"no","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,0,"yes",0,10,10,9,0,"no",0,14,13,14
"95.4","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,1,2,5,0,"no",2,6,6,6,0,"no",0,11,10,11
"141.3","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,2,3,1,1,4,0,"yes",6,14,12,13,0,"no",2,14,15,17
"337.2","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,"no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,0,"no",8,13,11,11,0,"no",8,10,11,12
"139.5","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,"no","no","no","yes","yes","yes","no",4,4,4,1,3,1,0,"yes",2,14,15,15,0,"no",2,14,16,15
"95.5","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,1,2,5,0,"no",2,6,6,6,0,"no",0,11,10,11
"240.1","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,"yes",2,12,13,12,0,"no",0,11,12,13
"288.2","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,"no","no","no","yes","yes","yes","no",5,2,3,1,2,5,0,"no",4,17,15,16,0,"no",4,13,13,14
"102","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,"no","yes","no","yes","yes","no","no",5,2,1,1,2,3,0,"yes",12,8,10,10,0,"no",6,12,11,11
"98.1","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,"no","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,"yes",0,11,11,10,0,"no",2,15,15,17
"47.1","GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,"no","yes","no","yes","yes","no","no",4,3,2,1,4,5,0,"yes",6,9,9,10,0,"no",2,12,13,13
"145","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,"no","yes","no","yes","no","yes","yes",4,3,5,1,2,3,0,"no",0,6,0,0,0,"no",12,8,9,10
"339","MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,0,"yes",0,16,15,15,0,"no",4,15,14,15
"107.2","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,"yes","yes","no","yes","yes","no","no",4,1,4,1,1,1,0,"no",6,6,5,6,0,"no",2,10,13,13
"178.1","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,"no","yes","yes","yes","yes","yes","yes",1,3,5,3,5,1,0,"yes",6,10,13,13,0,"no",8,12,10,11
"239","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,"no","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,0,"no",2,16,18,18,0,"no",4,13,14,14
"253","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,"no","yes","no","yes","yes","no","no",4,1,3,3,5,5,0,"no",18,8,6,7,0,"no",6,9,9,10
"107.3","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,"yes","yes","no","yes","yes","no","no",4,1,4,1,1,1,0,"no",6,6,5,6,0,"no",2,10,13,13
"297","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,"no","no","no","yes","yes","yes","no",4,1,1,2,2,5,0,"yes",0,11,11,10,0,"no",0,12,13,13
"11","GP","F",15,"U","GT3","A",4,3,"services","services","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,3,2,1,1,1,0,"yes",0,14,15,15,0,"no",0,15,14,15
"230.2","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,"no","no","yes","no","yes","yes","no",4,4,2,1,1,3,1,"yes",12,11,10,10,0,"no",6,12,10,11
"292.3","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,"no","yes","yes","yes","yes","yes","no",4,4,4,1,2,5,1,"no",2,7,9,8,1,"no",0,9,10,10
"309.2","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,"no","no","no","yes","no","yes","no",5,5,4,3,5,2,1,"no",0,7,7,0,0,"no",16,8,7,8
"78","GP","F",16,"U","GT3","T",4,4,"services","services","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","no",3,2,3,1,2,2,0,"yes",6,13,14,14,0,"no",10,13,13,14
"364.3","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,"no","no","yes","no","yes","yes","no",3,2,4,1,4,2,0,"yes",4,15,14,14,0,"no",4,17,18,19
"338","MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,"no","no","no","yes","yes","no","yes",1,2,3,1,2,5,0,"no",2,12,12,11,0,"no",0,15,14,15
"344.2","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,"no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,"no",0,19,18,19,0,"no",0,15,17,17
"240.2","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,"yes",2,12,13,12,0,"no",0,11,12,13
"134","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,"no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,"no",0,16,15,15,0,"no",0,14,14,15
"220.3","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,"no","yes","yes","yes","yes","yes","no",4,3,2,3,4,5,0,"no",8,8,9,10,0,"no",0,11,10,10
"113","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",4,3,3,1,1,4,0,"yes",4,9,10,10,0,"no",0,12,12,13
"251.1","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,0,"yes",16,10,12,11,0,"yes",4,12,11,12
"315.2","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,"no","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,0,"yes",0,10,10,9,0,"no",0,14,13,14
"149","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,"no","yes","yes","yes","yes","no","no",5,2,2,1,1,3,0,"yes",1,12,12,12,0,"no",2,17,17,18
"321.1","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,"yes","yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,0,"yes",14,10,8,9,0,"no",2,9,10,11
"198.3","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,"no","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,"yes",0,12,15,15,0,"yes",0,11,12,12
"23.1","GP","F",15,"U","GT3","T",4,2,"other","other","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,3,3,1,3,1,0,"no",4,13,14,14,0,"no",4,15,15,15
"240.3","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,"yes",2,12,13,12,0,"no",0,11,12,13
"131.2","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,"no","yes","no","yes","yes","yes","no",4,2,4,2,3,2,1,"no",24,18,18,18,1,"no",30,14,15,16
"303","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,"no","yes","yes","yes","yes","yes","no",5,4,2,1,1,4,0,"yes",8,14,13,14,0,"no",0,14,15,15
"286.1","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,3,4,2,3,4,0,"no",12,12,12,11,0,"no",6,11,13,14
"227.2","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,"no","yes","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,"yes",2,11,12,11,0,"no",0,10,9,11
"48.1","GP","F",16,"U","GT3","T",1,1,"services","services","course","father",4,1,"yes","yes","yes","no","yes","yes","yes",5,5,5,5,5,5,0,"no",6,10,8,11,0,"no",0,10,10,16
"238.1","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,"no","no","yes","yes","yes","yes","no",5,4,2,1,1,5,0,"no",0,13,14,13,0,"no",6,14,14,15
"196.2","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,"no","no","no","yes","yes","yes","no",4,4,1,1,1,1,0,"no",0,13,14,15,0,"no",0,12,13,14
"141.4","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,2,3,1,1,4,0,"yes",6,14,12,13,0,"no",2,14,15,17
"247.1","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,"yes","yes","yes","yes","yes","yes","no",4,5,5,5,5,4,0,"yes",14,7,7,5,0,"no",12,9,9,8
"161.1","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,"yes",0,14,13,14,0,"no",0,16,17,17
"223","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,"no","no","yes","yes","yes","yes","no",3,5,5,2,5,4,0,"yes",8,18,18,18,0,"no",8,14,14,15
"257","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,"yes",0,15,15,15,0,"no",0,13,14,16
"71.1","GP","F",16,"U","GT3","T",4,3,"health","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,3,5,1,5,2,0,"no",2,16,16,16,0,"no",2,14,14,15
"7","GP","F",15,"R","GT3","T",3,4,"services","teacher","course","father",2,3,"no","yes","no","yes","yes","yes","yes",4,2,2,2,2,5,2,"no",0,12,0,0,0,"no",0,10,11,12
"50.3","GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,3,5,1,1,5,0,"yes",2,8,9,10,0,"no",0,13,12,12
"322.1","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,0,"no",2,9,8,8,0,"yes",0,11,11,12
"50.4","GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,3,5,1,1,5,0,"yes",2,8,9,10,0,"no",0,13,12,12
"168.1","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,"no","yes","no","yes","yes","yes","no",5,3,3,1,1,1,0,"no",7,16,15,17,0,"no",4,14,14,15
"161.2","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,"yes",0,14,13,14,0,"no",0,16,17,17
"134.1","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,"no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,"no",0,16,15,15,0,"no",0,14,14,15
"138.1","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,"no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,0,"no",0,14,15,15,0,"no",8,14,15,16
"169","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,"no","yes","no","yes","yes","yes","yes",4,4,5,1,2,2,0,"yes",10,10,8,8,0,"no",0,13,14,14
"205.3","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,"no","no","no","yes","yes","yes","no",4,5,5,2,5,5,3,"no",0,8,9,10,0,"no",0,12,11,11
"87.1","GP","F",16,"U","LE3","T",2,4,"other","health","course","father",2,2,"no","yes","yes","yes","yes","yes","yes",4,2,2,1,2,5,0,"yes",2,13,13,13,0,"no",2,14,12,13
"181.1","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,"no","yes","yes","no","yes","yes","yes",1,3,3,5,5,3,0,"no",4,13,13,12,0,"no",0,11,12,12
"81","GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,1,"no","no","no","yes","yes","yes","no",3,4,4,3,3,1,0,"no",2,14,14,13,0,"no",4,10,11,11
"230.3","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,"no","no","yes","no","yes","yes","no",4,4,2,1,1,3,1,"yes",12,11,10,10,0,"no",6,12,10,11
"318.2","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,"no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,0,"yes",22,9,9,9,0,"no",6,11,12,12
"117.1","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,3,1,1,1,0,"yes",2,10,10,10,0,"no",6,15,16,16
"80.3","GP","F",16,"U","LE3","A",3,3,"other","services","home","mother",1,2,"no","yes","no","yes","yes","yes","no",2,3,5,1,4,3,0,"no",12,11,12,11,0,"no",6,13,12,13
"234.2","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,"no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,0,"no",10,11,9,10,0,"no",0,12,12,12
"102.1","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,"no","yes","no","yes","yes","no","no",5,2,1,1,2,3,0,"yes",12,8,10,10,0,"no",6,12,11,11
"327","GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,"no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,1,"no",0,15,12,12,0,"no",0,10,10,11
"2","GP","F",15,"R","GT3","T",1,1,"other","other","reputation","mother",1,2,"yes","yes","no","no","yes","yes","yes",3,3,4,2,4,5,2,"no",2,8,6,5,0,"no",2,13,11,11
"360.1","MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,"no","yes","no","no","yes","yes","no",2,5,5,5,5,5,1,"no",10,11,13,13,0,"no",8,9,10,11
"41.1","GP","F",16,"R","GT3","T",4,4,"health","teacher","other","mother",1,2,"no","yes","yes","yes","yes","no","no",2,4,4,2,3,4,0,"no",6,10,11,11,0,"no",0,17,16,16
"168.2","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,"no","yes","no","yes","yes","yes","no",5,3,3,1,1,1,0,"no",7,16,15,17,0,"no",4,14,14,15
"86","GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,"no","yes","no","yes","yes","yes","no",4,3,3,2,3,4,0,"yes",2,12,13,13,0,"no",0,14,13,13
"348.1","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,0,"yes",0,15,15,15,0,"no",1,16,16,16
"250","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,"no","yes","no","yes","no","yes","yes",3,3,2,2,1,5,0,"no",0,7,6,0,0,"no",16,9,9,8
"193.2","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,3,2,2,5,0,"yes",2,15,15,14,0,"no",4,11,12,13
"362","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,"no","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,0,"yes",3,14,12,12,0,"no",3,9,10,10
"324","GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,0,"no",11,16,15,15,0,"no",6,16,16,17
"304","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,3,3,1,3,5,1,"no",8,3,5,5,0,"no",8,10,9,10
"45.2","GP","F",16,"U","GT3","A",3,3,"other","other","course","other",2,1,"no","yes","yes","no","yes","yes","yes",4,3,2,1,1,5,2,"no",0,4,0,0,0,"no",4,9,9,10
"170.1","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,"no","yes","no","no","no","no","no",3,4,2,1,1,5,3,"no",2,7,8,9,2,"no",0,9,10,11
"95.6","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,1,2,5,0,"no",2,6,6,6,0,"no",0,11,10,11
"258.1","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","no",4,4,4,1,1,3,0,"no",0,12,12,11,0,"no",0,13,12,13
"171.2","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,3,0,"yes",10,8,8,8,0,"no",4,12,12,12
"33.1","GP","F",15,"U","LE3","A",3,4,"other","other","home","mother",1,2,"yes","no","yes","yes","yes","yes","yes",5,3,2,1,1,1,0,"no",0,7,10,11,0,"no",0,10,11,11
"334.2","MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,"no","no","no","no","yes","no","no",3,2,2,1,2,3,0,"no",0,12,11,12,0,"no",0,13,13,13
"361.2","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,"no","no","no","yes","yes","no","no",5,4,3,4,3,3,1,"yes",14,6,5,5,1,"yes",0,7,7,0
